"Ticket ID","Ticket Number",Subject,"Site Name",Province,Municipality,ISP,Project,"Created By",Status,Notes,"Created At","Updated At","Solved Date",Duration
32,F-SMART-2026-0018,"No NMS","Baculud National High School",Cagayan,Amulung,PHILCOMSAT,"PICS-PP Phase 2","JANET T. CATINOY",IN_PROGRESS,"03-31-2026 - Follow - Adler04-06-2026 - Follow up - Leynard","2026-03-31 10:24:15","2026-04-06 17:37:57",,9073
33,F-SMART-2026-0019,"No NMS","Angadanan Municipal Terminal",Isabela,Angadanan,PHILCOMSAT,"PICS-PP Phase 2","JANET T. CATINOY",OPEN,,"2026-03-31 10:24:15","2026-04-06 17:37:57",,9073
31,F-SMART-2026-0017,"No NMS","BAMSO (National Museum)",Batanes,Uyugan,PHILCOMSAT,"PICS-PP Phase 2","JANET T. CATINOY",OPEN,,"2026-03-31 10:24:14","2026-04-06 17:37:57",,9073
